,exid,precursor_mz,precursor_rt,precursor_intensity,mz,intensity
22,146,190.049806934958,111.12799999999999,40191,191.05246414106034,459.0
0,147,563.139706587807,126.411,566,59.063743768942764,334.0
1,147,563.139706587807,126.411,566,133.08830688162425,280.0
2,147,563.139706587807,126.411,566,136.06329020272887,673.0
3,147,563.139706587807,126.411,566,268.1059841597417,1200.0
4,147,563.139706587807,126.411,566,269.10472934853493,186.0
5,147,563.139706587807,126.411,566,309.042673977338,163.0
0,148,576.133115168193,126.411,594,136.06329020272887,673.0
1,148,576.133115168193,126.411,594,268.1059841597417,1200.0
2,148,576.133115168193,126.411,594,269.10472934853493,186.0
0,149,121.05101189139401,106.03399999999999,46135,40.02209841855964,920.0
1,149,121.05101189139401,106.03399999999999,46135,52.0216231889286,1700.0
2,149,121.05101189139401,106.03399999999999,46135,66.82839756708229,159.0
3,149,121.05101189139401,106.03399999999999,46135,67.03035497978347,13066.0
4,149,121.05101189139401,106.03399999999999,46135,68.0354039188925,304.0
5,149,121.05101189139401,106.03399999999999,46135,77.01577465698195,349.0
6,149,121.05101189139401,106.03399999999999,46135,77.043011978794,436.0
7,149,121.05101189139401,106.03399999999999,46135,93.75307040420921,163.0
8,149,121.05101189139401,106.03399999999999,46135,93.7612657441946,186.0
9,149,121.05101189139401,106.03399999999999,46135,94.04012041988594,28638.0
10,149,121.05101189139401,106.03399999999999,46135,95.04274980791452,1282.0
11,149,121.05101189139401,106.03399999999999,46135,120.67448208542527,233.0
12,149,121.05101189139401,106.03399999999999,46135,121.05133002238355,28625.0
13,149,121.05101189139401,106.03399999999999,46135,122.05601316605971,2676.0
0,150,171.084168762698,96.86399999999999,21259,39.02692424184894,233.0
1,150,171.084168762698,96.86399999999999,21259,51.02512016259348,284.0
2,150,171.084168762698,96.86399999999999,21259,53.04180705340194,442.0
3,150,171.084168762698,96.86399999999999,21259,55.05674990770238,376.0
4,150,171.084168762698,96.86399999999999,21259,65.04024264971291,1202.0
5,150,171.084168762698,96.86399999999999,21259,66.04751123603394,495.0
6,150,171.084168762698,96.86399999999999,21259,67.0440379319991,494.0
7,150,171.084168762698,96.86399999999999,21259,67.05905418567772,284.0
8,150,171.084168762698,96.86399999999999,21259,77.0403548568461,8971.0
9,150,171.084168762698,96.86399999999999,21259,78.03530415051819,695.0
10,150,171.084168762698,96.86399999999999,21259,79.0554494429834,5478.0
11,150,171.084168762698,96.86399999999999,21259,80.05066382106361,3102.0
12,150,171.084168762698,96.86399999999999,21259,81.05845337259989,3566.0
13,150,171.084168762698,96.86399999999999,21259,82.0648795326746,476.0
14,150,171.084168762698,96.86399999999999,21259,91.04106453659293,256.0
15,150,171.084168762698,96.86399999999999,21259,91.05317858949994,186.0
16,150,171.084168762698,96.86399999999999,21259,93.05895172747967,256.0
17,150,171.084168762698,96.86399999999999,21259,94.06592839158739,2597.0
18,150,171.084168762698,96.86399999999999,21259,95.0549422069396,236.0
19,150,171.084168762698,96.86399999999999,21259,95.07419754845209,474.0
20,150,171.084168762698,96.86399999999999,21259,96.08231065348836,1844.0
21,150,171.084168762698,96.86399999999999,21259,104.05062972425232,186.0
22,150,171.084168762698,96.86399999999999,21259,106.06614917939478,5112.0
23,150,171.084168762698,96.86399999999999,21259,107.06802208066544,769.0
24,150,171.084168762698,96.86399999999999,21259,108.04820947986221,387.0
25,150,171.084168762698,96.86399999999999,21259,109.05201256436847,233.0
26,150,171.084168762698,96.86399999999999,21259,122.0620613501915,476.0
27,150,171.084168762698,96.86399999999999,21259,123.06779250966235,1269.0
28,150,171.084168762698,96.86399999999999,21259,124.0760787506441,5352.0
29,150,171.084168762698,96.86399999999999,21259,125.08059022805392,541.0
30,150,171.084168762698,96.86399999999999,21259,133.64706208096905,396.0
31,150,171.084168762698,96.86399999999999,21259,134.05996611648362,103178.0
32,150,171.084168762698,96.86399999999999,21259,135.06304245012885,6061.0
33,150,171.084168762698,96.86399999999999,21259,136.0682119834311,451.0
34,150,171.084168762698,96.86399999999999,21259,137.04573002615925,678.0
35,150,171.084168762698,96.86399999999999,21259,149.0677899424989,163.0
36,150,171.084168762698,96.86399999999999,21259,150.05283829864945,446.0
37,150,171.084168762698,96.86399999999999,21259,152.07093446157768,18339.0
38,150,171.084168762698,96.86399999999999,21259,153.07456583808812,3117.0
39,150,171.084168762698,96.86399999999999,21259,154.0762452019902,256.0
40,150,171.084168762698,96.86399999999999,21259,170.08346580242232,2188.0
41,150,171.084168762698,96.86399999999999,21259,171.08757503695816,209.0
0,151,171.084567347482,102.977,10164,39.026035108041484,189.0
1,151,171.084567347482,102.977,10164,42.03948550340117,190.0
2,151,171.084567347482,102.977,10164,51.02511738400258,260.0
3,151,171.084567347482,102.977,10164,53.04077785803306,588.0
4,151,171.084567347482,102.977,10164,55.05465566057677,213.0
5,151,171.084567347482,102.977,10164,65.04024676834959,1218.0
6,151,171.084567347482,102.977,10164,66.04866230114725,427.0
7,151,171.084567347482,102.977,10164,67.04057804677397,448.0
8,151,171.084567347482,102.977,10164,67.05559392033378,289.0
9,151,171.084567347482,102.977,10164,68.05035926866715,233.0
10,151,171.084567347482,102.977,10164,77.03912729981066,8351.0
11,151,171.084567347482,102.977,10164,78.04029985092514,801.0
12,151,171.084567347482,102.977,10164,79.05546115841595,6554.0
13,151,171.084567347482,102.977,10164,80.04941399417119,3688.0
14,151,171.084567347482,102.977,10164,81.0343374857915,210.0
15,151,171.084567347482,102.977,10164,81.05719619646314,3176.0
16,151,171.084567347482,102.977,10164,82.0648929517133,406.0
17,151,171.084567347482,102.977,10164,91.04108316565744,330.0
18,151,171.084567347482,102.977,10164,91.05858151109553,233.0
19,151,171.084567347482,102.977,10164,92.04793925169939,163.0
20,151,171.084567347482,102.977,10164,93.05624997914916,326.0
21,151,171.084567347482,102.977,10164,94.06458068197888,2609.0
22,151,171.084567347482,102.977,10164,95.05496322265022,190.0
23,151,171.084567347482,102.977,10164,95.07009226444501,532.0
24,151,171.084567347482,102.977,10164,96.08094956523394,2450.0
25,151,171.084567347482,102.977,10164,97.0818630980719,233.0
26,151,171.084567347482,102.977,10164,98.97711614767678,423.0
27,151,171.084567347482,102.977,10164,104.04777838327207,163.0
28,151,171.084567347482,102.977,10164,105.05599979076283,163.0
29,151,171.084567347482,102.977,10164,106.06472411715845,5593.0
30,151,171.084567347482,102.977,10164,107.05491411906395,219.0
31,151,171.084567347482,102.977,10164,107.06951006226629,664.0
32,151,171.084567347482,102.977,10164,108.04383957542291,470.0
33,151,171.084567347482,102.977,10164,109.0284738835681,163.0
34,151,171.084567347482,102.977,10164,109.05056905043035,326.0
35,151,171.084567347482,102.977,10164,122.05898220760604,594.0
36,151,171.084567347482,102.977,10164,123.06783097787425,1947.0
37,151,171.084567347482,102.977,10164,124.07454657771724,6544.0
38,151,171.084567347482,102.977,10164,125.07905235674022,472.0
39,151,171.084567347482,102.977,10164,133.64710743898505,342.0
40,151,171.084567347482,102.977,10164,133.98652370532233,277.0
41,151,171.084567347482,102.977,10164,134.0061185462409,154.0
42,151,171.084567347482,102.977,10164,134.06001174621724,93620.0
43,151,171.084567347482,102.977,10164,135.06308874079204,6999.0
44,151,171.084567347482,102.977,10164,136.06661346307425,376.0
45,151,171.084567347482,102.977,10164,137.04742901115168,692.0
46,151,171.084567347482,102.977,10164,150.05289459987878,522.0
47,151,171.084567347482,102.977,10164,151.59820221583408,233.0
48,151,171.084567347482,102.977,10164,152.0692525821662,18724.0
49,151,171.084567347482,102.977,10164,153.07462418571782,3616.0
50,151,171.084567347482,102.977,10164,154.07455325170844,350.0
51,151,171.084567347482,102.977,10164,170.08169614011726,2562.0
52,151,171.084567347482,102.977,10164,171.08211045973476,326.0
0,152,612.179528520435,98.902,1557,89.06138711634976,163.0
1,152,612.179528520435,98.902,1557,133.08523144120758,209.0
2,152,612.179528520435,98.902,1557,221.08987686585854,163.0
3,152,612.179528520435,98.902,1557,281.04574341633554,163.0
4,152,612.179528520435,98.902,1557,355.0741434780573,526.0
0,153,612.1816920946289,26.561,600,89.06266551574278,186.0
1,153,612.1816920946289,26.561,600,221.08151010983642,163.0
2,153,612.1816920946289,26.561,600,281.0529059089002,209.0
3,153,612.1816920946289,26.561,600,355.0609809413304,458.0
4,153,612.1816920946289,26.561,600,356.06377957275157,163.0
5,153,612.1816920946289,26.561,600,357.06266119032733,163.0
6,153,612.1816920946289,26.561,600,415.26468197904205,186.0
7,153,612.1816920946289,26.561,600,610.191912086901,258.0
0,154,612.184945967189,77.505,885,133.08675955814041,396.0
1,154,612.184945967189,77.505,885,355.0711649736021,574.0
2,154,612.184945967189,77.505,885,356.0713148896997,233.0
0,155,612.1834684304561,7.202999999999999,370,133.08502495734766,209.0
1,155,612.1834684304561,7.202999999999999,370,221.0853637619857,303.0
2,155,612.1834684304561,7.202999999999999,370,355.06037122344304,502.0
3,155,612.1834684304561,7.202999999999999,370,356.073815139848,258.0
4,155,612.1834684304561,7.202999999999999,370,357.0727096410825,186.0
5,155,612.1834684304561,7.202999999999999,370,610.176832091768,305.0
0,156,612.1764586370481,125.39200000000001,677,221.08065928338516,163.0
1,156,612.1764586370481,125.39200000000001,677,281.0469877810338,163.0
2,156,612.1764586370481,125.39200000000001,677,355.0699951541661,598.0
3,156,612.1764586370481,125.39200000000001,677,356.0754647368455,210.0
4,156,612.1764586370481,125.39200000000001,677,610.1643560732222,281.0
0,157,612.181465815169,66.297,381,281.0498313123663,186.0
1,157,612.181465815169,66.297,381,355.06798556497614,508.0
2,157,612.181465815169,66.297,381,356.0654682205324,233.0
3,157,612.181465815169,66.297,381,610.1865213127841,186.0
0,158,612.1808195989261,90.751,440,221.08517606515437,256.0
1,158,612.1808195989261,90.751,440,281.05459803814387,163.0
2,158,612.1808195989261,90.751,440,355.068104926083,603.0
3,158,612.1808195989261,90.751,440,356.06825056773624,233.0
0,159,612.176061335673,103.99600000000001,808,73.04601502210787,163.0
1,159,612.176061335673,103.99600000000001,808,221.08543439538246,233.0
2,159,612.176061335673,103.99600000000001,808,355.07108783576894,504.0
3,159,612.176061335673,103.99600000000001,808,356.07389950679226,186.0
0,160,612.180225313278,109.09,905,89.05863891385177,163.0
1,160,612.180225313278,109.09,905,221.07878898405838,233.0
2,160,612.180225313278,109.09,905,355.0676344512794,381.0
0,161,270.107089033884,127.43,713,44.05221572269649,163.0
1,161,270.107089033884,127.43,713,46.068069754437964,308.0
2,161,270.107089033884,127.43,713,57.0366690320789,311.0
3,161,270.107089033884,127.43,713,57.071830924517116,209.0
4,161,270.107089033884,127.43,713,69.03474364642854,186.0
5,161,270.107089033884,127.43,713,71.01427121017046,163.0
6,161,270.107089033884,127.43,713,73.02901260561131,209.0
7,161,270.107089033884,127.43,713,78.98511326058845,186.0
8,161,270.107089033884,127.43,713,85.03152476887036,279.0
9,161,270.107089033884,127.43,713,98.97698694182927,372.0
10,161,270.107089033884,127.43,713,114.06671573089535,1083.0
11,161,270.107089033884,127.43,713,115.03901996905802,186.0
12,161,270.107089033884,127.43,713,115.06776863020698,233.0
13,161,270.107089033884,127.43,713,119.03413175655153,374.0
14,161,270.107089033884,127.43,713,133.05078149256403,209.0
15,161,270.107089033884,127.43,713,135.64557054713993,226.0
16,161,270.107089033884,127.43,713,136.06154840187597,53138.0
17,161,270.107089033884,127.43,713,137.06546629841762,1804.0
18,161,270.107089033884,127.43,713,149.02294228578157,846.0
19,161,270.107089033884,127.43,713,159.03216451769825,303.0
20,161,270.107089033884,127.43,713,173.04893418293548,186.0
21,161,270.107089033884,127.43,713,196.96260718301136,233.0
22,161,270.107089033884,127.43,713,201.0479625562827,1219.0
23,161,270.107089033884,127.43,713,202.0532951530421,186.0
24,161,270.107089033884,127.43,713,223.97874126038994,422.0
25,161,270.107089033884,127.43,713,268.10833613274434,1506.0
26,161,270.107089033884,127.43,713,269.1070868485575,237.0
27,161,270.107089033884,127.43,713,279.09773076149537,1375.0
28,161,270.107089033884,127.43,713,280.0931169594382,304.0
0,162,152.022911519748,129.468,611,42.03963240592526,353.0
1,162,152.022911519748,129.468,611,46.071212433306414,411.0
2,162,152.022911519748,129.468,611,59.06283711246218,1599.0
3,162,152.022911519748,129.468,611,68.05290125569626,256.0
4,162,152.022911519748,129.468,611,77.03812634143416,419.0
5,162,152.022911519748,129.468,611,79.05319489068862,209.0
6,162,152.022911519748,129.468,611,80.0483965593983,209.0
7,162,152.022911519748,129.468,611,81.04474364227701,1127.0
8,162,152.022911519748,129.468,611,82.99936896864025,209.0
9,162,152.022911519748,129.468,611,91.0575071804687,233.0
10,162,152.022911519748,129.468,611,95.06212142997332,617.0
11,162,152.022911519748,129.468,611,98.97600377145481,372.0
12,162,152.022911519748,129.468,611,106.06503224104401,303.0
13,162,152.022911519748,129.468,611,110.03564808976874,279.0
14,162,152.022911519748,129.468,611,111.09173459303365,163.0
15,162,152.022911519748,129.468,611,114.06867942407743,303.0
16,162,152.022911519748,129.468,611,119.03152255354622,209.0
17,162,152.022911519748,129.468,611,124.07489764822779,328.0
18,162,152.022911519748,129.468,611,134.06038635763775,2352.0
19,162,152.022911519748,129.468,611,135.06182631819559,186.0
20,162,152.022911519748,129.468,611,136.08509359379045,186.0
21,162,152.022911519748,129.468,611,137.04781063237996,2435.0
22,162,152.022911519748,129.468,611,138.04872446316702,233.0
23,162,152.022911519748,129.468,611,152.0714087931431,831.0
24,162,152.022911519748,129.468,611,154.09598700960686,209.0
0,163,172.120012983024,127.43,903,42.0384610945702,233.0
1,163,172.120012983024,127.43,903,46.068069754437964,186.0
2,163,172.120012983024,127.43,903,59.062525794803,1559.0
3,163,172.120012983024,127.43,903,77.03652533951066,372.0
4,163,172.120012983024,127.43,903,79.05282652288916,256.0
5,163,172.120012983024,127.43,903,80.04928759139642,303.0
6,163,172.120012983024,127.43,903,81.04309998395381,328.0
7,163,172.120012983024,127.43,903,82.99898999162954,186.0
8,163,172.120012983024,127.43,903,95.05896037446855,163.0
9,163,172.120012983024,127.43,903,96.08358607673357,163.0
10,163,172.120012983024,127.43,903,98.97418016206232,378.0
11,163,172.120012983024,127.43,903,106.06895285208076,259.0
12,163,172.120012983024,127.43,903,114.06822232134029,233.0
13,163,172.120012983024,127.43,903,123.06770136691823,233.0
14,163,172.120012983024,127.43,903,124.07598830376023,279.0
15,163,172.120012983024,127.43,903,134.05988286350922,2608.0
16,163,172.120012983024,127.43,903,135.0645993445909,279.0
17,163,172.120012983024,127.43,903,137.04564902609584,893.0
18,163,172.120012983024,127.43,903,152.07260499594085,1210.0
19,163,172.120012983024,127.43,903,170.08525208611863,186.0
0,164,249.10724446637298,128.44899999999998,1128,44.05429629527334,3132.0
1,164,249.10724446637298,128.44899999999998,1128,72.04531499966568,279.0
2,164,249.10724446637298,128.44899999999998,1128,86.0716860889913,3224.0
3,164,249.10724446637298,128.44899999999998,1128,87.07444639900118,163.0
4,164,249.10724446637298,128.44899999999998,1128,98.97728241615744,349.0
5,164,249.10724446637298,128.44899999999998,1128,113.71476005507061,416.0
6,164,249.10724446637298,128.44899999999998,1128,113.72829878900595,210.0
7,164,249.10724446637298,128.44899999999998,1128,113.99171213475648,162.0
8,164,249.10724446637298,128.44899999999998,1128,114.06702905625473,99672.0
9,164,249.10724446637298,128.44899999999998,1128,115.06808307870612,3031.0
10,164,249.10724446637298,128.44899999999998,1128,116.07199078902809,209.0
11,164,249.10724446637298,128.44899999999998,1128,118.08828826482372,186.0
12,164,249.10724446637298,128.44899999999998,1128,136.05036706488517,903.0
13,164,249.10724446637298,128.44899999999998,1128,223.9791485116749,279.0
0,165,333.02033366762004,129.468,652,46.06738259659069,209.0
1,165,333.02033366762004,129.468,652,59.06283711246218,459.0
2,165,333.02033366762004,129.468,652,78.9854814447075,186.0
3,165,333.02033366762004,129.468,652,98.9858277690108,803.0
4,165,333.02033366762004,129.468,652,114.06717283003783,349.0
5,165,333.02033366762004,129.468,652,136.04724782007125,233.0
6,165,333.02033366762004,129.468,652,152.0714087931431,209.0
7,165,333.02033366762004,129.468,652,174.99972319950476,163.0
8,165,333.02033366762004,129.468,652,279.0938094844633,209.0
9,165,333.02033366762004,129.468,652,283.1120670427953,425.0
10,165,333.02033366762004,129.468,652,301.122334652517,209.0
0,166,113.71309645279699,129.468,942,43.03323187726002,2433.0
1,166,113.71309645279699,129.468,942,43.058220553556,516.0
2,166,113.71309645279699,129.468,942,44.05435182087257,17356.0
3,166,113.71309645279699,129.468,942,45.05619279331309,325.0
4,166,113.71309645279699,129.468,942,55.03181253150794,1146.0
5,166,113.71309645279699,129.468,942,55.060070496635774,193.0
6,166,113.71309645279699,129.468,942,59.076931327179025,167.0
7,166,113.71309645279699,129.468,942,65.0154280068709,326.0
8,166,113.71309645279699,129.468,942,72.0454058066244,351.0
9,166,113.71309645279699,129.468,942,72.08252813815875,163.0
10,166,113.71309645279699,129.468,942,82.04341989370397,1379.0
11,166,113.71309645279699,129.468,942,83.0263591911155,209.0
12,166,113.71309645279699,129.468,942,86.07310329506687,1285.0
13,166,113.71309645279699,129.468,942,92.02385406432532,768.0
14,166,113.71309645279699,129.468,942,93.00890541134173,163.0
15,166,113.71309645279699,129.468,942,93.04564069345129,279.0
16,166,113.71309645279699,129.468,942,94.04160295840127,2027.0
17,166,113.71309645279699,129.468,942,110.03564808976874,4467.0
18,166,113.71309645279699,129.468,942,111.03821589597344,197.0
19,166,113.71309645279699,129.468,942,114.06717283003783,4800.0
20,166,113.71309645279699,129.468,942,115.06822811428502,209.0
21,166,113.71309645279699,129.468,942,119.03613967110617,4389.0
22,166,113.71309645279699,129.468,942,120.02162653201627,471.0
23,166,113.71309645279699,129.468,942,120.0355356412366,282.0
24,166,113.71309645279699,129.468,942,121.0422133411015,279.0
25,166,113.71309645279699,129.468,942,121.05307736431524,163.0
26,166,113.71309645279699,129.468,942,137.04615924403632,8413.0
27,166,113.71309645279699,129.468,942,138.04872446316702,719.0
0,167,392.149763088974,129.468,611,89.06022303453277,326.0
1,167,392.149763088974,129.468,611,114.06566624594774,1573.0
2,167,392.149763088974,129.468,611,115.06822811428502,186.0
3,167,392.149763088974,129.468,611,136.06041097048498,1183.0
4,167,392.149763088974,129.468,611,195.12836338291933,186.0
5,167,392.149763088974,129.468,611,279.0961661095184,351.0
0,168,356.19129644511,129.468,611,279.0961661095184,351.0
0,169,251.10762306344898,130.487,677,44.05141304434854,256.0
1,169,251.10762306344898,130.487,677,86.07154063988358,186.0
2,169,251.10762306344898,130.487,677,98.97571176344783,349.0
3,169,251.10762306344898,130.487,677,114.06532971768216,2813.0
4,169,251.10762306344898,130.487,677,115.06788862807657,659.0
5,169,251.10762306344898,130.487,677,119.03271039878872,163.0
6,169,251.10762306344898,130.487,677,136.06165498291227,14565.0
7,169,251.10762306344898,130.487,677,137.04245217730653,268.0
8,169,251.10762306344898,130.487,677,137.06392067980417,763.0
9,169,251.10762306344898,130.487,677,149.0264834185358,796.0
10,169,251.10762306344898,130.487,677,159.02691694586994,1549.0
11,169,251.10762306344898,130.487,677,160.03000897658526,163.0
12,169,251.10762306344898,130.487,677,201.04601402808532,1225.0
13,169,251.10762306344898,130.487,677,268.1013879205725,554.0
14,169,251.10762306344898,130.487,677,279.0953426749161,1125.0
0,170,404.141622821797,130.487,916,59.06266286294655,533.0
1,170,404.141622821797,130.487,916,114.06532971768216,1938.0
2,170,404.141622821797,130.487,916,115.06637545196747,164.0
3,170,404.141622821797,130.487,916,136.06165498291227,1177.0
4,170,404.141622821797,130.487,916,181.01023872253907,163.0
5,170,404.141622821797,130.487,916,268.1013879205725,455.0
0,171,422.099080399802,128.44899999999998,1128,59.060594480688856,579.0
1,171,422.099080399802,128.44899999999998,1128,114.06702905625473,2222.0
2,171,422.099080399802,128.44899999999998,1128,136.06023947494828,1184.0
3,171,422.099080399802,128.44899999999998,1128,239.1536020017482,186.0
4,171,422.099080399802,128.44899999999998,1128,268.10415073793536,624.0
0,172,227.12460304712798,129.468,9205,44.05435182087257,2798.0
1,172,227.12460304712798,129.468,9205,72.0454058066244,163.0
2,172,227.12460304712798,129.468,9205,86.07310329506687,2602.0
3,172,227.12460304712798,129.468,9205,113.71339912891072,326.0
4,172,227.12460304712798,129.468,9205,114.06717283003783,108072.0
5,172,227.12460304712798,129.468,9205,115.06974130480806,2731.0
6,172,227.12460304712798,129.468,9205,116.07061732289242,186.0
7,172,227.12460304712798,129.468,9205,118.08537129656828,163.0
8,172,227.12460304712798,129.468,9205,136.04889317904988,719.0
0,173,295.072985338355,132.524,877,46.0702166024932,411.0
1,173,295.072985338355,132.524,877,98.97872816909656,213.0
2,173,295.072985338355,132.524,877,114.06707785813393,1737.0
3,173,295.072985338355,132.524,877,115.06661912956956,469.0
4,173,295.072985338355,132.524,877,136.06358857092363,7606.0
5,173,295.072985338355,132.524,877,137.04604513936223,724.0
6,173,295.072985338355,132.524,877,137.0592565136956,470.0
7,173,295.072985338355,132.524,877,141.1134131115545,209.0
8,173,295.072985338355,132.524,877,149.0233549301968,819.0
9,173,295.072985338355,132.524,877,159.03081152996313,903.0
10,173,295.072985338355,132.524,877,173.05123367032022,209.0
11,173,295.072985338355,132.524,877,196.96901908077353,233.0
12,173,295.072985338355,132.524,877,201.04443964695943,1344.0
13,173,295.072985338355,132.524,877,202.05377370083758,256.0
14,173,295.072985338355,132.524,877,223.97924433933005,574.0
15,173,295.072985338355,132.524,877,268.10426544450155,398.0
16,173,295.072985338355,132.524,877,279.09122049423127,1227.0
17,173,295.072985338355,132.524,877,280.10076007939807,256.0
0,174,115.068482829622,129.468,3452,43.03323187726002,2433.0
1,174,115.068482829622,129.468,3452,43.058220553556,516.0
2,174,115.068482829622,129.468,3452,44.05435182087257,17356.0
3,174,115.068482829622,129.468,3452,45.05619279331309,325.0
4,174,115.068482829622,129.468,3452,55.03181253150794,1146.0
5,174,115.068482829622,129.468,3452,55.060070496635774,193.0
6,174,115.068482829622,129.468,3452,59.076931327179025,167.0
7,174,115.068482829622,129.468,3452,65.0154280068709,326.0
8,174,115.068482829622,129.468,3452,72.0454058066244,351.0
9,174,115.068482829622,129.468,3452,72.08252813815875,163.0
10,174,115.068482829622,129.468,3452,73.04865349983871,1051.0
11,174,115.068482829622,129.468,3452,82.04341989370397,1379.0
12,174,115.068482829622,129.468,3452,83.0263591911155,209.0
13,174,115.068482829622,129.468,3452,86.07310329506687,1285.0
14,174,115.068482829622,129.468,3452,92.02385406432532,768.0
15,174,115.068482829622,129.468,3452,93.00890541134173,163.0
16,174,115.068482829622,129.468,3452,93.04564069345129,279.0
17,174,115.068482829622,129.468,3452,94.04160295840127,2027.0
18,174,115.068482829622,129.468,3452,110.03564808976874,4467.0
19,174,115.068482829622,129.468,3452,111.03821589597344,197.0
20,174,115.068482829622,129.468,3452,114.06717283003783,4800.0
21,174,115.068482829622,129.468,3452,115.06822811428502,209.0
22,174,115.068482829622,129.468,3452,118.08843710727324,372.0
23,174,115.068482829622,129.468,3452,119.03613967110617,4389.0
24,174,115.068482829622,129.468,3452,120.02162653201627,471.0
25,174,115.068482829622,129.468,3452,120.0355356412366,282.0
26,174,115.068482829622,129.468,3452,137.04615924403632,8413.0
27,174,115.068482829622,129.468,3452,138.04872446316702,719.0
0,175,228.128438946195,129.468,1586,44.05435182087257,2798.0
1,175,228.128438946195,129.468,1586,72.0454058066244,163.0
2,175,228.128438946195,129.468,1586,86.07310329506687,2602.0
3,175,228.128438946195,129.468,1586,113.71339912891072,326.0
4,175,228.128438946195,129.468,1586,114.06717283003783,108072.0
5,175,228.128438946195,129.468,1586,115.06974130480806,2731.0
6,175,228.128438946195,129.468,1586,116.07061732289242,186.0
7,175,228.128438946195,129.468,1586,118.08537129656828,163.0
8,175,228.128438946195,129.468,1586,136.04889317904988,719.0
0,176,272.091683028468,129.468,875,44.05247926726058,266.0
1,176,272.091683028468,129.468,875,55.02030210663104,163.0
2,176,272.091683028468,129.468,875,57.03803955221464,256.0
3,176,272.091683028468,129.468,875,86.07048586614619,186.0
4,176,272.091683028468,129.468,875,98.97600377145481,304.0
5,176,272.091683028468,129.468,875,114.06717283003783,3002.0
6,176,272.091683028468,129.468,875,115.06822811428502,530.0
7,176,272.091683028468,129.468,875,119.03306158278342,349.0
8,176,272.091683028468,129.468,875,137.06597656082326,1211.0
9,176,272.091683028468,129.468,875,141.11688204224217,163.0
10,176,272.091683028468,129.468,875,149.02175697802883,898.0
11,176,272.091683028468,129.468,875,159.02738612878767,1973.0
12,176,272.091683028468,129.468,875,160.03583465486983,163.0
13,176,272.091683028468,129.468,875,201.0466071845426,1051.0
14,176,272.091683028468,129.468,875,268.10448867158107,1111.0
15,176,272.091683028468,129.468,875,269.1101748238005,163.0
16,176,272.091683028468,129.468,875,279.08909626420177,941.0
0,177,364.047271647181,129.468,1580,114.06566624594774,1573.0
1,177,364.047271647181,129.468,1580,115.06822811428502,186.0
2,177,364.047271647181,129.468,1580,136.06041097048498,1183.0
3,177,364.047271647181,129.468,1580,268.1067984347401,602.0
4,177,364.047271647181,129.468,1580,279.0961661095184,351.0
0,178,119.034835913046,129.468,611,43.03323187726002,2433.0
1,178,119.034835913046,129.468,611,43.058220553556,516.0
2,178,119.034835913046,129.468,611,44.05435182087257,17356.0
3,178,119.034835913046,129.468,611,45.05619279331309,325.0
4,178,119.034835913046,129.468,611,55.03181253150794,1146.0
5,178,119.034835913046,129.468,611,55.060070496635774,193.0
6,178,119.034835913046,129.468,611,58.06537075316831,410.0
7,178,119.034835913046,129.468,611,65.0154280068709,326.0
8,178,119.034835913046,129.468,611,67.03270532089837,427.0
9,178,119.034835913046,129.468,611,72.0454058066244,351.0
10,178,119.034835913046,129.468,611,72.08252813815875,163.0
11,178,119.034835913046,129.468,611,73.04865349983871,1051.0
12,178,119.034835913046,129.468,611,82.04341989370397,1379.0
13,178,119.034835913046,129.468,611,83.0263591911155,209.0
14,178,119.034835913046,129.468,611,86.07310329506687,1285.0
15,178,119.034835913046,129.468,611,92.02385406432532,768.0
16,178,119.034835913046,129.468,611,93.00890541134173,163.0
17,178,119.034835913046,129.468,611,93.04564069345129,279.0
18,178,119.034835913046,129.468,611,94.04160295840127,2027.0
19,178,119.034835913046,129.468,611,110.03564808976874,4467.0
20,178,119.034835913046,129.468,611,111.03821589597344,197.0
21,178,119.034835913046,129.468,611,114.06717283003783,4800.0
22,178,119.034835913046,129.468,611,115.06822811428502,209.0
23,178,119.034835913046,129.468,611,118.08843710727324,372.0
24,178,119.034835913046,129.468,611,119.03613967110617,4389.0
25,178,119.034835913046,129.468,611,120.02162653201627,471.0
26,178,119.034835913046,129.468,611,120.0355356412366,282.0
27,178,119.034835913046,129.468,611,121.0422133411015,279.0
28,178,119.034835913046,129.468,611,121.05307736431524,163.0
29,178,119.034835913046,129.468,611,137.04615924403632,8413.0
30,178,119.034835913046,129.468,611,138.04872446316702,719.0
0,179,250.104009761157,131.506,3476,44.05418352455807,186.0
1,179,250.104009761157,131.506,3476,114.06523047796753,2284.0
2,179,250.104009761157,131.506,3476,115.06778851608634,601.0
3,179,250.104009761157,131.506,3476,136.06153660528895,8327.0
4,179,250.104009761157,131.506,3476,137.0456356805603,424.0
5,179,250.104009761157,131.506,3476,137.0638014301583,629.0
6,179,250.104009761157,131.506,3476,141.11466720852138,163.0
7,179,250.104009761157,131.506,3476,159.03033638454545,1129.0
8,179,250.104009761157,131.506,3476,268.10577415984903,256.0
0,180,155.100804811808,132.524,798,46.06830168572971,813.0
1,180,155.100804811808,132.524,798,59.06278793802019,663.0
2,180,155.100804811808,132.524,798,73.04979833274687,186.0
3,180,155.100804811808,132.524,798,77.04053848454538,514.0
4,180,155.100804811808,132.524,798,79.0568917776776,233.0
5,180,155.100804811808,132.524,798,80.05085411261226,233.0
6,180,155.100804811808,132.524,798,81.04594609090152,1740.0
